"Provider.ID","Hospital.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","lon","lat","geoAddress"
50289,"SETON MEDICAL CENTER","1900 SULLIVAN AVENUE","DALY CITY","CA",94015,"SAN MATEO",6509924000,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","2","","Same as the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","1900 SULLIVAN AVENUE
DALY CITY, CA
(37.680315, -122.47291)",-122.4742007,37.6799404,"1900 sullivan ave, daly city, ca 94015, usa"
50329,"CORONA REGIONAL MEDICAL CENTER","800 SOUTH MAIN STREET","CORONA","CA",92882,"RIVERSIDE",9517374343,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","800 SOUTH MAIN STREET
CORONA, CA
(33.873327, -117.566768)",-117.5683133,33.8727795,"800 s main st, corona, ca 92882, usa"
30130,"BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","SAN TAN VALLEY","AZ",85140,"PINAL",4803944030,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","4","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","37000 NORTH GANTZEL ROAD
SAN TAN VALLEY, AZ
(33.214839, -111.563447)",-111.5656332,33.2144943,"37000 n gantzel rd, san tan valley, az 85140, usa"
10138,"HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL",36925,"SUMTER",2053925263,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","751 DERBY DRIVE
YORK, AL
(32.491825, -88.296081)",-88.2960472,32.4917406,"751 derby dr, york, al 36925, usa"
50152,"SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","SAN FRANCISCO","CA",94109,"SAN FRANCISCO",4153536000,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","3","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","900 HYDE ST
SAN FRANCISCO, CA
(37.789561, -122.417112)",-122.4166422,37.7896472,"900 hyde st, san francisco, ca 94109, usa"
10061,"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL",35768,"JACKSON",2562594444,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","380 WOODS COVE ROAD
SCOTTSBORO, AL
(34.661254, -86.047116)",-86.0466422,34.6617256,"380 woods cove rd, scottsboro, al 35768, usa"
41327,"BRADLEY COUNTY MEDICAL CENTER","404 SOUTH BRADLEY STREET","WARREN","AR",71671,"BRADLEY",8702263731,"Critical Access Hospitals","Voluntary non-profit - Private","true","true","4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","404 SOUTH BRADLEY STREET
WARREN, AR
(33.610538, -92.058665)",-92.0591378,33.6107702,"bradley county medical center, 404 s bradley st, warren, ar 71671, usa"
50125,"REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","SAN JOSE","CA",95116,"SANTA CLARA",4082595000,"Acute Care Hospitals","Government - Federal","true","true","2","","Above the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Above the national average","","225 N JACKSON AVENUE
SAN JOSE, CA
(37.363787, -121.848823)",-121.8495279,37.3623461,"225 n jackson ave, san jose, ca 95116, usa"
20001,"PROVIDENCE ALASKA MEDICAL CENTER","3200 PROVIDENCE DRIVE","ANCHORAGE","AK",99508,"ANCHORAGE",9075622211,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","3","","Same as the national average","","Below the national average","","Above the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","3200 PROVIDENCE DRIVE
ANCHORAGE, AK
(61.189798, -149.817622)",-149.8194826,61.1883789,"3200 providence dr, anchorage, ak 99508, usa"
40017,"NORTH ARKANSAS REGIONAL MEDICAL CENTER","620 NORTH MAIN STREET","HARRISON","AR",72601,"BOONE",8704144000,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","3","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","620 NORTH MAIN STREET
HARRISON, AR
(36.236281, -93.107148)",-93.1085129,36.2366395,"620 n main st, harrison, ar 72601, usa"
50168,"ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","FULLERTON","CA",92835,"ORANGE",7149923000,"Acute Care Hospitals","Voluntary non-profit - Church","true","true","3","","Same as the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Below the national average","","Below the national average","","101 E VALENCIA MESA DRIVE
FULLERTON, CA
(33.893503, -117.927952)",-117.9276156,33.8941778,"101 e valencia mesa dr, fullerton, ca 92835, usa"
50537,"SUTTER DAVIS HOSPITAL","2000 SUTTER PLACE","DAVIS","CA",95616,"YOLO",5307566440,"Acute Care Hospitals","Proprietary","false","true","4","","Same as the national average","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","2000 SUTTER PLACE
DAVIS, CA
(38.562923, -121.772522)",-121.7708959,38.5626044,"2000 sutter pl, davis, ca 95616, usa"
30013,"YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ",85364,"YUMA",9283367600,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","2","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Below the national average","","2400 SOUTH AVENUE A
YUMA, AZ
(32.683899, -114.633238)",-114.634916,32.6823988,"2400 s avenue a, yuma, az 85364, usa"
50262,"RONALD REAGAN U C L A MEDICAL CENTER","757 WESTWOOD PLAZA","LOS ANGELES","CA",90095,"LOS ANGELES",3108256301,"Acute Care Hospitals","Government - State","true","true","3","","Above the national average","","Below the national average","","Below the national average","","Above the national average","","Same as the national average","","Below the national average","","Below the national average","","757 WESTWOOD PLAZA
LOS ANGELES, CA
(34.06622, -118.445346)",-118.4463318,34.0664494,"757 westwood plaza, los angeles, ca 90095, usa"
50022,"RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","RIVERSIDE","CA",92501,"RIVERSIDE",9517883000,"Acute Care Hospitals","Proprietary","true","true","2","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","4445 MAGNOLIA AVENUE
RIVERSIDE, CA
(33.975701, -117.380349)",-117.3816002,33.9767808,"4445 magnolia ave, riverside, ca 92501, usa"
50174,"SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","SANTA ROSA","CA",95405,"SONOMA",7075255300,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","4","","Below the national average","","Above the national average","","Above the national average","","Below the national average","","Same as the national average","","Below the national average","","Above the national average","","1165 MONTGOMERY DR
SANTA ROSA, CA
(38.442954, -122.701112)",-122.701141,38.4437611,"1165 montgomery dr, santa rosa, ca 95405, usa"
50423,"PALO VERDE HOSPITAL","250 NORTH FIRST STREET","BLYTHE","CA",92225,"RIVERSIDE",7609224115,"Acute Care Hospitals","Government - Federal","true","true","2","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","250 NORTH FIRST STREET
BLYTHE, CA
(33.61245, -114.595479)",-114.5950921,33.612993,"250 n 1st st, blythe, ca 92225, usa"
41317,"DALLAS COUNTY MEDICAL CENTER","201 CLIFTON STREET","FORDYCE","AR",71742,"DALLAS",8703526300,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","201 CLIFTON STREET
FORDYCE, AR
(33.811158, -92.425058)",-92.4254216,33.8089771,"201 s clifton st, fordyce, ar 71742, usa"
50205,"EAST VALLEY GLENDORA HOSPITAL","150 WEST ROUTE 66","GLENDORA","CA",91740,"LOS ANGELES",6263350231,"Acute Care Hospitals","Proprietary","true","true","4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","150 WEST ROUTE 66
GLENDORA, CA
(34.128685, -117.865193)",-117.8650746,34.1273073,"150 w rte 66, glendora, ca 91740, usa"
50336,"LODI MEMORIAL HOSPITAL","975 S FAIRMONT AVENUE","LODI","CA",95240,"SAN JOAQUIN",2093343411,"Acute Care Hospitals","Voluntary non-profit - Other","true","true","2","","Same as the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","975 S FAIRMONT AVENUE
LODI, CA
(38.121634, -121.285787)",-121.2868865,38.1216424,"975 s fairmont ave, lodi, ca 95240, usa"
30064,"BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ",85724,"PIMA",5208744189,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","1","","Same as the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Above the national average","","1501 NORTH CAMPBELL AVENUE
TUCSON, AZ
(32.240663, -110.944717)",-110.9457686,32.2409829,"1501 n campbell ave, tucson, az 85713, usa"
